state,year,spending,mean_val,AverageAge,Region
Wisconsin,2016,8809,23.852614598,28,Midwest
Wisconsin,2017,9019,22.742807914,28,Midwest
Wyoming,2000,3964,17.854712716599998,24,West
Wyoming,2005,5686,39.935021308,25,West
Wyoming,2006,6154,47.143333112,25,West
Wyoming,2007,6560,46.341225824,25,West
Wyoming,2008,6796,38.437365186,25,West
Wyoming,2009,6943,33.872121108,25,West
Wyoming,2010,7244,32.16657127,25,West
Wyoming,2011,7482,30.85354084,26,West
Wyoming,2012,7749,30.243664618,26,West
Wyoming,2013,7845,31.90792481,26,West
Wyoming,2014,8269,36.018916684,26,West
Wyoming,2015,8652,40.738771672,26,West
Wyoming,2016,8976,45.796471726,26,West
Wyoming,2017,9496,50.042846896,26,West
