state,year,spending,mean_val,AverageAge,Region,race_group
alabama,1999,3689,12.3614321802,N/A,South,Hispanic and any race
alabama,1999,3689,12.3614321802,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,1999,3689,12.3614321802,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,1999,3689,12.3614321802,N/A,South,Non-Hispanic Black
alabama,1999,3689,12.3614321802,N/A,South,Non-Hispanic White
alabama,2000,3921,10.5288659848,24.4195917168454,South,Hispanic and any race
alabama,2000,3921,10.5288659848,24.4195917168454,South,Non-Hispanic American Indian and Alaska Native
alabama,2000,3921,10.5288659848,24.4195917168454,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2000,3921,10.5288659848,24.4195917168454,South,Non-Hispanic Black
alabama,2000,3921,10.5288659848,24.4195917168454,South,Non-Hispanic White
alabama,2001,4158,10.6466627174,N/A,South,Hispanic and any race
alabama,2001,4158,10.6466627174,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,2001,4158,10.6466627174,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2001,4158,10.6466627174,N/A,South,Non-Hispanic Black
alabama,2001,4158,10.6466627174,N/A,South,Non-Hispanic White
alabama,2002,4513,11.9405072176,N/A,South,Hispanic and any race
alabama,2002,4513,11.9405072176,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,2002,4513,11.9405072176,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2002,4513,11.9405072176,N/A,South,Non-Hispanic Black
alabama,2002,4513,11.9405072176,N/A,South,Non-Hispanic White
alabama,2003,4995,13.2346774714,N/A,South,Hispanic and any race
alabama,2003,4995,13.2346774714,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,2003,4995,13.2346774714,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2003,4995,13.2346774714,N/A,South,Non-Hispanic Black
alabama,2003,4995,13.2346774714,N/A,South,Non-Hispanic White
alabama,2004,5238,13.9308646202,N/A,South,Hispanic and any race
alabama,2004,5238,13.9308646202,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,2004,5238,13.9308646202,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2004,5238,13.9308646202,N/A,South,Non-Hispanic Black
alabama,2004,5238,13.9308646202,N/A,South,Non-Hispanic White
alabama,2005,5546,13.9550863928,25.0418393369461,South,Hispanic and any race
alabama,2005,5546,13.9550863928,25.0418393369461,South,Non-Hispanic American Indian and Alaska Native
alabama,2005,5546,13.9550863928,25.0418393369461,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2005,5546,13.9550863928,25.0418393369461,South,Non-Hispanic Black
alabama,2005,5546,13.9550863928,25.0418393369461,South,Non-Hispanic White
alabama,2006,5768,13.668904497,24.9380666974028,South,Hispanic and any race
alabama,2006,5768,13.668904497,24.9380666974028,South,Non-Hispanic American Indian and Alaska Native
alabama,2006,5768,13.668904497,24.9380666974028,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2006,5768,13.668904497,24.9380666974028,South,Non-Hispanic Black
alabama,2006,5768,13.668904497,24.9380666974028,South,Non-Hispanic White
alabama,2007,5942,13.5094949304,25.001442891859,South,Hispanic and any race
alabama,2007,5942,13.5094949304,25.001442891859,South,Non-Hispanic American Indian and Alaska Native
alabama,2007,5942,13.5094949304,25.001442891859,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2007,5942,13.5094949304,25.001442891859,South,Non-Hispanic Black
alabama,2007,5942,13.5094949304,25.001442891859,South,Non-Hispanic White
alabama,2008,6100,13.6855529064,25.0636868920797,South,Hispanic and any race
alabama,2008,6100,13.6855529064,25.0636868920797,South,Non-Hispanic American Indian and Alaska Native
alabama,2008,6100,13.6855529064,25.0636868920797,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2008,6100,13.6855529064,25.0636868920797,South,Non-Hispanic Black
alabama,2008,6100,13.6855529064,25.0636868920797,South,Non-Hispanic White
alabama,2009,6322,14.192807542,25.1894796380091,South,Hispanic and any race
alabama,2009,6322,14.192807542,25.1894796380091,South,Non-Hispanic American Indian and Alaska Native
alabama,2009,6322,14.192807542,25.1894796380091,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2009,6322,14.192807542,25.1894796380091,South,Non-Hispanic Black
alabama,2009,6322,14.192807542,25.1894796380091,South,Non-Hispanic White
alabama,2010,6406,14.8189867154,25.3998132110715,South,Hispanic and any race
alabama,2010,6406,14.8189867154,25.3998132110715,South,Non-Hispanic American Indian and Alaska Native
alabama,2010,6406,14.8189867154,25.3998132110715,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2010,6406,14.8189867154,25.3998132110715,South,Non-Hispanic Black
alabama,2010,6406,14.8189867154,25.3998132110715,South,Non-Hispanic White
alabama,2011,6513,15.4181556386,25.5595630310387,South,Hispanic and any race
alabama,2011,6513,15.4181556386,25.5595630310387,South,Non-Hispanic American Indian and Alaska Native
alabama,2011,6513,15.4181556386,25.5595630310387,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2011,6513,15.4181556386,25.5595630310387,South,Non-Hispanic Black
alabama,2011,6513,15.4181556386,25.5595630310387,South,Non-Hispanic White
alabama,2012,6797,16.5987409938,25.7017106200998,South,Hispanic and any race
alabama,2012,6797,16.5987409938,25.7017106200998,South,Non-Hispanic American Indian and Alaska Native
alabama,2012,6797,16.5987409938,25.7017106200998,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2012,6797,16.5987409938,25.7017106200998,South,Non-Hispanic Black
alabama,2012,6797,16.5987409938,25.7017106200998,South,Non-Hispanic White
alabama,2013,6969,18.6480842576,25.9157488986784,South,Hispanic and any race
alabama,2013,6969,18.6480842576,25.9157488986784,South,Non-Hispanic American Indian and Alaska Native
alabama,2013,6969,18.6480842576,25.9157488986784,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2013,6969,18.6480842576,25.9157488986784,South,Non-Hispanic Black
alabama,2013,6969,18.6480842576,25.9157488986784,South,Non-Hispanic White
alabama,2014,7277,21.6837735786,26.1406702898551,South,Hispanic and any race
alabama,2014,7277,21.6837735786,26.1406702898551,South,Non-Hispanic American Indian and Alaska Native
alabama,2014,7277,21.6837735786,26.1406702898551,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2014,7277,21.6837735786,26.1406702898551,South,Non-Hispanic Black
alabama,2014,7277,21.6837735786,26.1406702898551,South,Non-Hispanic White
alabama,2015,7657,26.0807826814,26.2760217983651,South,Hispanic and any race
alabama,2015,7657,26.0807826814,26.2760217983651,South,Non-Hispanic American Indian and Alaska Native
alabama,2015,7657,26.0807826814,26.2760217983651,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2015,7657,26.0807826814,26.2760217983651,South,Non-Hispanic Black
alabama,2015,7657,26.0807826814,26.2760217983651,South,Non-Hispanic White
alabama,2016,7968,33.0375856976,26.4152698471173,South,Hispanic and any race
alabama,2016,7968,33.0375856976,26.4152698471173,South,Non-Hispanic American Indian and Alaska Native
alabama,2016,7968,33.0375856976,26.4152698471173,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2016,7968,33.0375856976,26.4152698471173,South,Non-Hispanic Black
alabama,2016,7968,33.0375856976,26.4152698471173,South,Non-Hispanic White
alabama,2017,8154,40.8611563772,26.5249163257717,South,Hispanic and any race
alabama,2017,8154,40.8611563772,26.5249163257717,South,Non-Hispanic American Indian and Alaska Native
alabama,2017,8154,40.8611563772,26.5249163257717,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2017,8154,40.8611563772,26.5249163257717,South,Non-Hispanic Black
alabama,2017,8154,40.8611563772,26.5249163257717,South,Non-Hispanic White
alabama,2018,8343,42.259984294800006,N/A,South,Hispanic and any race
alabama,2018,8343,42.259984294800006,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,2018,8343,42.259984294800006,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2018,8343,42.259984294800006,N/A,South,Non-Hispanic Black
alabama,2018,8343,42.259984294800006,N/A,South,Non-Hispanic White
alabama,2019,8741,34.7649824036,N/A,South,Hispanic and any race
alabama,2019,8741,34.7649824036,N/A,South,Non-Hispanic American Indian and Alaska Native
alabama,2019,8741,34.7649824036,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alabama,2019,8741,34.7649824036,N/A,South,Non-Hispanic Black
alabama,2019,8741,34.7649824036,N/A,South,Non-Hispanic White
alaska,1999,4076,10.6964672602,N/A,West,Hispanic and any race
alaska,1999,4076,10.6964672602,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,1999,4076,10.6964672602,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,1999,4076,10.6964672602,N/A,West,Non-Hispanic Black
alaska,1999,4076,10.6964672602,N/A,West,Non-Hispanic White
alaska,2000,4559,8.673893975,25.2395084324748,West,Hispanic and any race
alaska,2000,4559,8.673893975,25.2395084324748,West,Non-Hispanic American Indian and Alaska Native
alaska,2000,4559,8.673893975,25.2395084324748,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2000,4559,8.673893975,25.2395084324748,West,Non-Hispanic Black
alaska,2000,4559,8.673893975,25.2395084324748,West,Non-Hispanic White
alaska,2001,5163,8.9365872634,N/A,West,Hispanic and any race
alaska,2001,5163,8.9365872634,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,2001,5163,8.9365872634,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2001,5163,8.9365872634,N/A,West,Non-Hispanic Black
alaska,2001,5163,8.9365872634,N/A,West,Non-Hispanic White
alaska,2002,5671,10.6321511526,N/A,West,Hispanic and any race
alaska,2002,5671,10.6321511526,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,2002,5671,10.6321511526,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2002,5671,10.6321511526,N/A,West,Non-Hispanic Black
alaska,2002,5671,10.6321511526,N/A,West,Non-Hispanic White
alaska,2003,6100,12.347729474,N/A,West,Hispanic and any race
alaska,2003,6100,12.347729474,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,2003,6100,12.347729474,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2003,6100,12.347729474,N/A,West,Non-Hispanic Black
alaska,2003,6100,12.347729474,N/A,West,Non-Hispanic White
alaska,2004,6445,13.5599372812,N/A,West,Hispanic and any race
alaska,2004,6445,13.5599372812,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,2004,6445,13.5599372812,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2004,6445,13.5599372812,N/A,West,Non-Hispanic Black
alaska,2004,6445,13.5599372812,N/A,West,Non-Hispanic White
alaska,2005,7081,14.315669505,25.9222147651007,West,Hispanic and any race
alaska,2005,7081,14.315669505,25.9222147651007,West,Non-Hispanic American Indian and Alaska Native
alaska,2005,7081,14.315669505,25.9222147651007,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2005,7081,14.315669505,25.9222147651007,West,Non-Hispanic Black
alaska,2005,7081,14.315669505,25.9222147651007,West,Non-Hispanic White
alaska,2006,7423,14.6652766358,25.9212774346169,West,Hispanic and any race
alaska,2006,7423,14.6652766358,25.9212774346169,West,Non-Hispanic American Indian and Alaska Native
alaska,2006,7423,14.6652766358,25.9212774346169,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2006,7423,14.6652766358,25.9212774346169,West,Non-Hispanic Black
alaska,2006,7423,14.6652766358,25.9212774346169,West,Non-Hispanic White
alaska,2007,7923,15.1305896566,25.8660100475939,West,Hispanic and any race
alaska,2007,7923,15.1305896566,25.8660100475939,West,Non-Hispanic American Indian and Alaska Native
alaska,2007,7923,15.1305896566,25.8660100475939,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2007,7923,15.1305896566,25.8660100475939,West,Non-Hispanic Black
alaska,2007,7923,15.1305896566,25.8660100475939,West,Non-Hispanic White
alaska,2008,8314,15.873213137,25.9158622488912,West,Hispanic and any race
alaska,2008,8314,15.873213137,25.9158622488912,West,Non-Hispanic American Indian and Alaska Native
alaska,2008,8314,15.873213137,25.9158622488912,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2008,8314,15.873213137,25.9158622488912,West,Non-Hispanic Black
alaska,2008,8314,15.873213137,25.9158622488912,West,Non-Hispanic White
alaska,2009,8550,15.974940777,26.055056932351,West,Hispanic and any race
alaska,2009,8550,15.974940777,26.055056932351,West,Non-Hispanic American Indian and Alaska Native
alaska,2009,8550,15.974940777,26.055056932351,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2009,8550,15.974940777,26.055056932351,West,Non-Hispanic Black
alaska,2009,8550,15.974940777,26.055056932351,West,Non-Hispanic White
alaska,2010,8927,15.0893994286,26.0337071061875,West,Hispanic and any race
alaska,2010,8927,15.0893994286,26.0337071061875,West,Non-Hispanic American Indian and Alaska Native
alaska,2010,8927,15.0893994286,26.0337071061875,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2010,8927,15.0893994286,26.0337071061875,West,Non-Hispanic Black
alaska,2010,8927,15.0893994286,26.0337071061875,West,Non-Hispanic White
alaska,2011,9343,13.6805914754,26.2513205448985,West,Hispanic and any race
alaska,2011,9343,13.6805914754,26.2513205448985,West,Non-Hispanic American Indian and Alaska Native
alaska,2011,9343,13.6805914754,26.2513205448985,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2011,9343,13.6805914754,26.2513205448985,West,Non-Hispanic Black
alaska,2011,9343,13.6805914754,26.2513205448985,West,Non-Hispanic White
alaska,2012,9930,13.4416521472,26.4934650014522,West,Hispanic and any race
alaska,2012,9930,13.4416521472,26.4934650014522,West,Non-Hispanic American Indian and Alaska Native
alaska,2012,9930,13.4416521472,26.4934650014522,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2012,9930,13.4416521472,26.4934650014522,West,Non-Hispanic Black
alaska,2012,9930,13.4416521472,26.4934650014522,West,Non-Hispanic White
alaska,2013,10085,14.47718453,26.7793549346017,West,Hispanic and any race
alaska,2013,10085,14.47718453,26.7793549346017,West,Non-Hispanic American Indian and Alaska Native
alaska,2013,10085,14.47718453,26.7793549346017,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2013,10085,14.47718453,26.7793549346017,West,Non-Hispanic Black
alaska,2013,10085,14.47718453,26.7793549346017,West,Non-Hispanic White
alaska,2014,10535,16.6765571322,26.7961927783653,West,Hispanic and any race
alaska,2014,10535,16.6765571322,26.7961927783653,West,Non-Hispanic American Indian and Alaska Native
alaska,2014,10535,16.6765571322,26.7961927783653,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2014,10535,16.6765571322,26.7961927783653,West,Non-Hispanic Black
alaska,2014,10535,16.6765571322,26.7961927783653,West,Non-Hispanic White
alaska,2015,11460,19.4812292966,26.8967781340663,West,Hispanic and any race
alaska,2015,11460,19.4812292966,26.8967781340663,West,Non-Hispanic American Indian and Alaska Native
alaska,2015,11460,19.4812292966,26.8967781340663,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2015,11460,19.4812292966,26.8967781340663,West,Non-Hispanic Black
alaska,2015,11460,19.4812292966,26.8967781340663,West,Non-Hispanic White
alaska,2016,11761,23.770380042,27.1242738263464,West,Hispanic and any race
alaska,2016,11761,23.770380042,27.1242738263464,West,Non-Hispanic American Indian and Alaska Native
alaska,2016,11761,23.770380042,27.1242738263464,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2016,11761,23.770380042,27.1242738263464,West,Non-Hispanic Black
alaska,2016,11761,23.770380042,27.1242738263464,West,Non-Hispanic White
alaska,2017,12303,30.068097552,27.4059555854643,West,Hispanic and any race
alaska,2017,12303,30.068097552,27.4059555854643,West,Non-Hispanic American Indian and Alaska Native
alaska,2017,12303,30.068097552,27.4059555854643,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2017,12303,30.068097552,27.4059555854643,West,Non-Hispanic Black
alaska,2017,12303,30.068097552,27.4059555854643,West,Non-Hispanic White
alaska,2018,12695,33.824833554,N/A,West,Hispanic and any race
alaska,2018,12695,33.824833554,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,2018,12695,33.824833554,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2018,12695,33.824833554,N/A,West,Non-Hispanic Black
alaska,2018,12695,33.824833554,N/A,West,Non-Hispanic White
alaska,2019,13226,31.3668421804,N/A,West,Hispanic and any race
alaska,2019,13226,31.3668421804,N/A,West,Non-Hispanic American Indian and Alaska Native
alaska,2019,13226,31.3668421804,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
alaska,2019,13226,31.3668421804,N/A,West,Non-Hispanic Black
alaska,2019,13226,31.3668421804,N/A,West,Non-Hispanic White
arizona,1999,3068,14.796820842,N/A,West,Hispanic and any race
arizona,1999,3068,14.796820842,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,1999,3068,14.796820842,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,1999,3068,14.796820842,N/A,West,Non-Hispanic Black
arizona,1999,3068,14.796820842,N/A,West,Non-Hispanic White
arizona,2000,3225,15.138475884,24.9009907120743,West,Hispanic and any race
arizona,2000,3225,15.138475884,24.9009907120743,West,Non-Hispanic American Indian and Alaska Native
arizona,2000,3225,15.138475884,24.9009907120743,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2000,3225,15.138475884,24.9009907120743,West,Non-Hispanic Black
arizona,2000,3225,15.138475884,24.9009907120743,West,Non-Hispanic White
arizona,2001,3435,15.4808435118,N/A,West,Hispanic and any race
arizona,2001,3435,15.4808435118,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,2001,3435,15.4808435118,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2001,3435,15.4808435118,N/A,West,Non-Hispanic Black
arizona,2001,3435,15.4808435118,N/A,West,Non-Hispanic White
arizona,2002,3791,15.1896731194,N/A,West,Hispanic and any race
arizona,2002,3791,15.1896731194,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,2002,3791,15.1896731194,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2002,3791,15.1896731194,N/A,West,Non-Hispanic Black
arizona,2002,3791,15.1896731194,N/A,West,Non-Hispanic White
arizona,2003,4090,14.590098076,N/A,West,Hispanic and any race
arizona,2003,4090,14.590098076,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,2003,4090,14.590098076,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2003,4090,14.590098076,N/A,West,Non-Hispanic Black
arizona,2003,4090,14.590098076,N/A,West,Non-Hispanic White
arizona,2004,4390,14.8306873904,N/A,West,Hispanic and any race
arizona,2004,4390,14.8306873904,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,2004,4390,14.8306873904,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2004,4390,14.8306873904,N/A,West,Non-Hispanic Black
arizona,2004,4390,14.8306873904,N/A,West,Non-Hispanic White
arizona,2005,4841,16.373156217400002,25.4278048171721,West,Hispanic and any race
arizona,2005,4841,16.373156217400002,25.4278048171721,West,Non-Hispanic American Indian and Alaska Native
arizona,2005,4841,16.373156217400002,25.4278048171721,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2005,4841,16.373156217400002,25.4278048171721,West,Non-Hispanic Black
arizona,2005,4841,16.373156217400002,25.4278048171721,West,Non-Hispanic White
arizona,2006,5127,17.7849257054,25.4562975693592,West,Hispanic and any race
arizona,2006,5127,17.7849257054,25.4562975693592,West,Non-Hispanic American Indian and Alaska Native
arizona,2006,5127,17.7849257054,25.4562975693592,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2006,5127,17.7849257054,25.4562975693592,West,Non-Hispanic Black
arizona,2006,5127,17.7849257054,25.4562975693592,West,Non-Hispanic White
arizona,2007,5441,18.2963620232,25.5627515090543,West,Hispanic and any race
arizona,2007,5441,18.2963620232,25.5627515090543,West,Non-Hispanic American Indian and Alaska Native
arizona,2007,5441,18.2963620232,25.5627515090543,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2007,5441,18.2963620232,25.5627515090543,West,Non-Hispanic Black
arizona,2007,5441,18.2963620232,25.5627515090543,West,Non-Hispanic White
arizona,2008,5677,18.2310372068,25.6993861024033,West,Hispanic and any race
arizona,2008,5677,18.2310372068,25.6993861024033,West,Non-Hispanic American Indian and Alaska Native
arizona,2008,5677,18.2310372068,25.6993861024033,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2008,5677,18.2310372068,25.6993861024033,West,Non-Hispanic Black
arizona,2008,5677,18.2310372068,25.6993861024033,West,Non-Hispanic White
arizona,2009,5877,20.0240650686,25.9298245614035,West,Hispanic and any race
arizona,2009,5877,20.0240650686,25.9298245614035,West,Non-Hispanic American Indian and Alaska Native
arizona,2009,5877,20.0240650686,25.9298245614035,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2009,5877,20.0240650686,25.9298245614035,West,Non-Hispanic Black
arizona,2009,5877,20.0240650686,25.9298245614035,West,Non-Hispanic White
arizona,2010,6020,24.408525984,26.2275189599133,West,Hispanic and any race
arizona,2010,6020,24.408525984,26.2275189599133,West,Non-Hispanic American Indian and Alaska Native
arizona,2010,6020,24.408525984,26.2275189599133,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2010,6020,24.408525984,26.2275189599133,West,Non-Hispanic Black
arizona,2010,6020,24.408525984,26.2275189599133,West,Non-Hispanic White
arizona,2011,6075,31.238673868,26.4348513598988,West,Hispanic and any race
arizona,2011,6075,31.238673868,26.4348513598988,West,Non-Hispanic American Indian and Alaska Native
arizona,2011,6075,31.238673868,26.4348513598988,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2011,6075,31.238673868,26.4348513598988,West,Non-Hispanic Black
arizona,2011,6075,31.238673868,26.4348513598988,West,Non-Hispanic White
arizona,2012,6207,36.063775944,26.5896363051175,West,Hispanic and any race
arizona,2012,6207,36.063775944,26.5896363051175,West,Non-Hispanic American Indian and Alaska Native
arizona,2012,6207,36.063775944,26.5896363051175,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2012,6207,36.063775944,26.5896363051175,West,Non-Hispanic Black
arizona,2012,6207,36.063775944,26.5896363051175,West,Non-Hispanic White
arizona,2013,6289,37.600356452,26.7719444908878,West,Hispanic and any race
arizona,2013,6289,37.600356452,26.7719444908878,West,Non-Hispanic American Indian and Alaska Native
arizona,2013,6289,37.600356452,26.7719444908878,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2013,6289,37.600356452,26.7719444908878,West,Non-Hispanic Black
arizona,2013,6289,37.600356452,26.7719444908878,West,Non-Hispanic White
arizona,2014,6561,36.718121452,27.0478371501272,West,Hispanic and any race
arizona,2014,6561,36.718121452,27.0478371501272,West,Non-Hispanic American Indian and Alaska Native
arizona,2014,6561,36.718121452,27.0478371501272,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2014,6561,36.718121452,27.0478371501272,West,Non-Hispanic Black
arizona,2014,6561,36.718121452,27.0478371501272,West,Non-Hispanic White
arizona,2015,6885,35.95483417,27.2336015392689,West,Hispanic and any race
arizona,2015,6885,35.95483417,27.2336015392689,West,Non-Hispanic American Indian and Alaska Native
arizona,2015,6885,35.95483417,27.2336015392689,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2015,6885,35.95483417,27.2336015392689,West,Non-Hispanic Black
arizona,2015,6885,35.95483417,27.2336015392689,West,Non-Hispanic White
arizona,2016,7189,34.763465782,27.3652742918609,West,Hispanic and any race
arizona,2016,7189,34.763465782,27.3652742918609,West,Non-Hispanic American Indian and Alaska Native
arizona,2016,7189,34.763465782,27.3652742918609,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2016,7189,34.763465782,27.3652742918609,West,Non-Hispanic Black
arizona,2016,7189,34.763465782,27.3652742918609,West,Non-Hispanic White
arizona,2017,7539,34.767779673999996,27.4816487859966,West,Hispanic and any race
arizona,2017,7539,34.767779673999996,27.4816487859966,West,Non-Hispanic American Indian and Alaska Native
arizona,2017,7539,34.767779673999996,27.4816487859966,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2017,7539,34.767779673999996,27.4816487859966,West,Non-Hispanic Black
arizona,2017,7539,34.767779673999996,27.4816487859966,West,Non-Hispanic White
arizona,2018,7816,41.93255064,N/A,West,Hispanic and any race
arizona,2018,7816,41.93255064,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,2018,7816,41.93255064,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2018,7816,41.93255064,N/A,West,Non-Hispanic Black
arizona,2018,7816,41.93255064,N/A,West,Non-Hispanic White
arizona,2019,8145,61.029104568,N/A,West,Hispanic and any race
arizona,2019,8145,61.029104568,N/A,West,Non-Hispanic American Indian and Alaska Native
arizona,2019,8145,61.029104568,N/A,West,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arizona,2019,8145,61.029104568,N/A,West,Non-Hispanic Black
arizona,2019,8145,61.029104568,N/A,West,Non-Hispanic White
arkansas,1999,3517,18.1079592198,N/A,South,Hispanic and any race
arkansas,1999,3517,18.1079592198,N/A,South,Non-Hispanic American Indian and Alaska Native
arkansas,1999,3517,18.1079592198,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arkansas,1999,3517,18.1079592198,N/A,South,Non-Hispanic Black
arkansas,1999,3517,18.1079592198,N/A,South,Non-Hispanic White
arkansas,2000,3709,16.3916330022,24.0636591109803,South,Hispanic and any race
arkansas,2000,3709,16.3916330022,24.0636591109803,South,Non-Hispanic American Indian and Alaska Native
arkansas,2000,3709,16.3916330022,24.0636591109803,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arkansas,2000,3709,16.3916330022,24.0636591109803,South,Non-Hispanic Black
arkansas,2000,3709,16.3916330022,24.0636591109803,South,Non-Hispanic White
arkansas,2001,4008,16.305182985800002,N/A,South,Hispanic and any race
arkansas,2001,4008,16.305182985800002,N/A,South,Non-Hispanic American Indian and Alaska Native
arkansas,2001,4008,16.305182985800002,N/A,South,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander"
arkansas,2001,4008,16.305182985800002,N/A,South,Non-Hispanic Black
arkansas,2001,4008,16.305182985800002,N/A,South,Non-Hispanic White
arkansas,2002,4355,17.2690293644,N/A,South,Hispanic and any race
